Rogan_foxtrot,4,0,HT01,Establishing communication requesting S O S get the God damn power here bring the fuckin steak and the eggs 10 4
Rogan_foxtrot,5,0,PN60,<HT01_First_Name> I just found out that your steak and eggs uh have just arrived and I want to find out from you how you want them delivered
Rogan_foxtrot,6,3,HT01,Ive already established that youre really pissing me off I want em brought out on the same cars that theyre goin uh establish electricity with should take no more than two men to do it I want one once the car gets here to bring me electricity one to bring the steak and eggs to the fuckin window If someone comes through the pilots window and sticks a gun up pulls uh sticks the gun up it all goes up Im being calm You all are being a little bit irrational in a type situation like this your not dealingwith your average [pause] highjacker 10 4
Rogan_foxtrot,7,5,PN60,Well I understand the fact that your very intelligent and I appreciate that Were just about ready to bring the food out to you now heres the way its gonna be done <HT01_First_Name> now listen up okay
Rogan_foxtrot,8,0,HT01,10 4 I told you how it was gonna be done you tell me how you want to do it and then Im gonna tell you how its gonna be done and I want to know where in the hell <ON82_First_Name> is
Rogan_foxtrot,9,3,PN60,Weve just located her and shes gonna be out here shortly uh keep calm <HT01_First_Name> Im trying to work this thing out now listen heres what Id like to do Id like to uh send one man out to the plane and hand somebody the food through the captains window or the co captains window okay
Rogan_foxtrot,10,6,HT01,The food ull brought in through a captains window a electrician will be established at that time do you respect that were about to lose communications Lose communications lose control 10 4
Rogan_foxtrot,11,0,PN60,Okay just hang on and well try in get the AP unit APU unit out to you also just hang on I got the food Im working on the other thing okay
Rogan_foxtrot,12,0,HT01,Thats a 10 4 [pause_all_I_hear_is_the_back_ground_noise_that_has_been_going_through_out_the_tape]
Rogan_foxtrot,13,0,CH30,Em uh <PN60_First_Name> this is Captain <CH30_Last_Name>
Rogan_foxtrot,14,0,PN60,Yea Captain <CH30_Last_Name>
Rogan_foxtrot,15,0,CH30,Yea Id like to request that uh he wants his food have you to go ahead and get ahold of our uh uh corresponding uh husband and wife just to let em know that were everything is fine and okay And uh the telephone number for uh <CH31_First_Name> s husband is uh his name is <CH31_Husbands_First_Name> telephone numbers <num> and if hes not there just leave a message on the recorder that everythings okay and uh my uh uh wifes phone number is uh <num>
Rogan_foxtrot,16,0,PN60,Okay what is your wifes name
Rogan_foxtrot,17,0,CH30,Name is <CH30_Wifes_First_Name> <CH30_Last_Name>
Rogan_foxtrot,18,0,PN60,Okay let me have that number again please Captain
Rogan_foxtrot,19,0,CH30,Okay the last number <num>
Rogan_foxtrot,20,0,PN60,Okay I got that just hold on for a second please
Rogan_foxtrot,21,0,CH30,Okay and uh or uh gettin low on the battery out here so we need to have the AP hooked up as soon as we can so we can like keep the radio uh line open
Rogan_foxtrot,22,0,PN60,Okay I understand Ill have somebody out there with in the next [pause] 90 seconds just hold on for a minute okay
Rogan_foxtrot,23,0,CH30,Okay well as soon as our radio uh uh uh cuts power but uh when you last changed your last position your radio got uh real weak and distorted so maybe your uh location
Rogan_foxtrot,24,0,PN60,Okay just hold on a minute [pause_hear_nothing]
Rogan_foxtrot,25,0,PN60,<PN60_First_Name> to <HT01_First_Name> [pause] <PN60_First_Name> to <HT01_First_Name>
Rogan_foxtrot,26,0,HT01,<HT01_First_Name> to <PN60_First_Name> come in please <PN60_First_Name>
Rogan_foxtrot,27,3,PN60,I want you to know that uh [pause] I have everything all set to go what Id like you to do is to let uh <CH31_First_Name> walk out of the plane and Ill bring the shipment right over to you right now okay
Rogan_foxtrot,28,1,HT01,Negatory Negatory <CH31_First_Name> is in good hands shes just like Allstate <HT01_First_Name> <HT01_Last_Name> shes in good hands as long as shes with me 10 4 Okay I did not want to Im not letting anyone go besides uh were gonna stay here your not talking me out of the two people who are in the plane with me Ive established communications with them Im gonna break communications with you at this point they know what my demands are and until there met Im just gonna sit here 10 4 Im gettin a little pissed off Im a little hungry 10 4
Rogan_foxtrot,29,0,PN60,Okay listen [pause] <HT01_First_Name> are you listening to me now
Rogan_foxtrot,30,0,CH30,Yea go ahead your radios gettin real weak we need to get some power out here
Rogan_foxtrot,31,0,PN60,Okay just stand by and Ill bring the power out to you just stand by for a second okay Captain
Rogan_foxtrot,32,0,CH30,Okay thatll be fine [pause] An he said you got uh a minute and a half to do it [long_pause]
Rogan_foxtrot,33,0,PN60,This is <PN60_First_Name> to <HT01_First_Name>
Rogan_foxtrot,34,0,CH30,Yea this is Captain <CH30_Last_Name> he doesnt want to talk to ya til we get power hooked up
Rogan_foxtrot,35,1,PN60,Okay I want you to know that were hooking the power up right now we cant give up the time limit on this thing were trying to do the best we can just let him know that okay
Rogan_foxtrot,36,0,CH30,Yea we understand
Rogan_foxtrot,37,1,PN60,And I would also like you to know that uh as soon as the power is hooked up well well uh see about getting you that food but we can only do one thing at a time okay
Rogan_foxtrot,38,0,CH30,Okay we can just barely read you right now uh we wont be able to talk to you any more til you get the power hooked up cause were uh batteries are gettin low
Rogan_foxtrot,39,0,PN60,Okay [long_pause]
Rogan_foxtrot,40,0,PN60,This is <PN60_First_Name> to uh Captain
Rogan_foxtrot,41,0,CH30,Uh go ahead well try to talk to ya
Rogan_foxtrot,42,0,PN60,Okay theres theres someone coming out right now to hook up the power so just be aware of that okay
Rogan_foxtrot,43,0,CH30,Okay well do thank you [long_pause]
Rogan_foxtrot,44,0,CH30,Okay uh were back on ground power now how do you read us
Rogan_foxtrot,45,0,PN60,[too_distant_cant_hear_what_hes_saying]
Rogan_foxtrot,46,0,CH30,And I uh think its in your radio cause we can uh barely pick you up
Rogan_foxtrot,47,0,PN60,[too_distant_cant_hear_what_hes_saying]
Rogan_foxtrot,48,0,CH30,Yea uh you got problems with your radio uh when your uh radio is weaker or your batteries are goin dead or somethin [long_pause]
Rogan_foxtrot,49,0,CH30,And uh <PN60_First_Name> [jump] [pause]
Rogan_foxtrot,50,0,CH30,And uh <PN60_First_Name> you on the radio now
Rogan_foxtrot,51,0,PN60,[to_distant_cant_hear_what_hes_saying]
