Taylor8_W,4,0,Person,HES HES GONNA HES GOT HES GOT <NAME> HE SAID HES GOING TO LET HER TALK TO YOU
Taylor8_W,5,0,Hostage_Taker,SPEAK UP
Taylor8_W,6,0,Person,IM HOARSE HE SAYS HES GOT HES GOT <NAME> HES GOING TO LET HER TALK TO YOU
Taylor8_W,7,0,Hostage_Taker,WHEN
Taylor8_W,8,0,Person,JUST IN A MINUTE HERE
Taylor8_W,9,0,Hostage_Taker,SHES THERE WELL ID LIKE TO KNOW WHAT THEY TALK TO YOU ABOUT
Taylor8_W,10,0,Person,HE WASNT TALKING TO ME HE WAS BUSY
Taylor8_W,11,4,Hostage_Taker,WELL YOU TOLD ME THAT WHEN HED TALK TO YOU THAT YOUD CALL ME BACK
Taylor8_W,12,1,Person,WELL HE WAS BUSY
Taylor8_W,13,4,Hostage_Taker,YOU SAID <NAME> HES GOTTA TALK TO ME ILL CALL YOU BACK IN A MINUTE <NAME> WHATS GOING ON WHATS THE COUNTY CAR DOING DOWN THERE
Taylor8_W,14,0,Person,IT BEEN HERE ALL NIGHT
Taylor8_W,15,0,Hostage_Taker,<PLACE> DOESNT HAVE A COUNTY CAR LIKE THAT <NAME>
Taylor8_W,16,0,Person,ALL THAT COUNTY CAR IS THE ONE WE LEFT FOR <NAME>
Taylor8_W,17,0,Hostage_Taker,AINT THAT <PLACE> CAR
Taylor8_W,18,0,Person,YES HE WAS UP HERE LAST NIGHT
Taylor8_W,19,0,Person,THE <PLACE> WAS
Taylor8_W,20,0,Person,YES
Taylor8_W,21,0,Hostage_Taker,WHY ARE THEY UP HERE
Taylor8_W,22,0,Person,HE WAS HERE LAST NIGHT
Taylor8_W,23,0,Hostage_Taker,<PLACE> TAKING ME IN AINT HE
Taylor8_W,24,0,Person,I DONT KNOW
Taylor8_W,25,0,Hostage_Taker,YES YOU DO
Taylor8_W,26,1,Person,NO <NAME> I HONESTLY DONT KNOW I AINT TELLING YOU NO BULL I JUST I DONT KNOW NO MORE TO TELL YOU THAN WHAT IM TOLD
Taylor8_W,27,0,Hostage_Taker,OK A FEW MINUTES AGO I WAS TALKING TO YOU AND YOU SAID <NAME> YOU SAID I GOTTA GO HE NEEDS TO TALK TO ME ILL CALL YOU BACK IN A MINUTE AND I SAID FOR YOU TO TELL ME WHAT ALL HE TELLS YOU <NAME>
Taylor8_W,28,0,Person,HE WAS TELLING ME WHAT HIS NAME WAS
Taylor8_W,29,0,Hostage_Taker,WHAT ARE THEY PLANNING TO DO WITH ME IF THEY GET ME
Taylor8_W,30,0,Person,I DONT KNOW <NAME>
Taylor8_W,31,0,Hostage_Taker,NOW I WANNA KNOW BECAUSE IM NOT GOING TO LET THEM GET ME <NAME>
Taylor8_W,32,0,Person,OK HERES THIS MAN WANTING TO TALK TO YOU
Taylor8_W,33,0,Person,HELLO <NAME>
Taylor8_W,34,0,Hostage_Taker,YEAH
Taylor8_W,35,0,Person,THIS IS <NAME> <NAME> IM WITH THE <NAME> IN <PLACE> IM A NEGOTIATOR I CAME UP HERE TO <PLACE> I HEARD YOU HAD A PROBLEM I CAME UP HERE TO SEE IF I COULD HELP YOU OUT ARE YOU DOING OK
Taylor8_W,36,0,Hostage_Taker,YES IM DOING PRETTY GOOD THEY AINT GONING THEY AINT GOING TO TAKE ME TO JAIL
Taylor8_W,37,0,Person,GOOD WELL I DONT THINK THEY ARE GONNA EITHER I UNDERSTAND THERE IS A WARRANT FOR YOU YOU YOU YOUR AWARE OF THAT RIGHT
Taylor8_W,38,0,Hostage_Taker,HMH
Taylor8_W,39,0,Person,HAVE YOU EVER BEEN ARRESTED BEFORE
Taylor8_W,40,0,Hostage_Taker,YES
