Taylor5_LP,4,0,Hostage_Taker,SO TELL <NAME> THAT HE BETTER FIND HIMSELF A NEW SUPER ALL RIGHT
Taylor5_LP,5,0,Person,YOU ARE PULLING MY LEG
Taylor5_LP,6,0,Hostage_Taker,I SWEAR ON MY KIDS
Taylor5_LP,7,0,Person,YOU SHOT YOUR DAUGHTER
Taylor5_LP,8,0,Hostage_Taker,YES
Taylor5_LP,9,0,Person,I DO FIND THAT HARD TO BELIEVE
Taylor5_LP,10,0,Hostage_Taker,NO ITS THE GODS HONEST TRUTH I DONT PLAY GAMES LIKE THAT WITH THIS LITTLE BASTARD FOR THE LAST THREE YEARS AND I CANT TAKE NO MORE
Taylor5_LP,11,0,Person,IS SHE IN THERE NOW WITH YOU
Taylor5_LP,12,0,Hostage_Taker,YEAH THE PLACE IS LOADED WITH BLOOD
Taylor5_LP,13,3,Person,<NAME> <NAME> LET THEM GET TO HER LET THEM GET TO HER
Taylor5_LP,14,0,Hostage_Taker,NO
Taylor5_LP,15,0,Person,<NAME> <NAME>
Taylor5_LP,16,0,Hostage_Taker,I GOT SOMEBODY ON THE OTHER LINE HELLO
Taylor5_LP,17,0,Person,<NAME> MY ITS <NAME> WE ARE IN A CAR ON A MOBILE PHONE SO IF WE GET DISCONNECTED YOU STAY ON WHATS GOING ON
Taylor5_LP,18,0,Hostage_Taker,NOTHING MY BOSS JUST CALLED ME AND I TOLD HIM TO FIND HIMSELF A NEW SUPER THAT IM SORRY FOR THE WAY ITS GOTTA END AND SO ON
Taylor5_LP,19,0,Person,<NAME> MY ONE FAVOR WE JUST GOT OVER THE GW BRIDGE RIGHT
Taylor5_LP,20,0,Hostage_Taker,RIGHT
Taylor5_LP,21,0,Person,WE GOT ABOUT FOURTY FIVE MINUTES RELAX OKAY
Taylor5_LP,22,0,Hostage_Taker,ALL RIGHT
Taylor5_LP,23,0,Person,IS SHE STILL BREATHING
Taylor5_LP,24,0,Hostage_Taker,YEAH
Taylor5_LP,25,0,Person,OKAY IM GONNA PUT <NAME> ON OKAY
Taylor5_LP,26,0,Hostage_Taker,ALL RIGHT <NAME>
Taylor5_LP,27,0,Person,YEAH <NAME>
Taylor5_LP,28,0,Hostage_Taker,I GOT THE THE SQUAD CARS ARE COMING OVER FROM <PLACE> THEY GOT ME ON THE CAR RADIO ALL MY FRIENDS ARE COMING OVER THEY GOT TWO CARS COMING THEYRE TRYING TO STOP IT BECAUSE THEY TALKED IT OUT OF THE FIFTH PRECINCTS HANDS UNTIL THEY GET HERE BUT I DOUBT IF YOULL EVER SEE ME AGAIN IT WAS NICE KNOWING YOU IM SORRY FOR THE DIFFERENCES THAT YOU KNOW WE HAD BUT
Taylor5_LP,29,0,Person,<NAME> THERE NO DIFFERENCES THAT CANT BE WORKED OUT
Taylor5_LP,30,0,Hostage_Taker,NO NO NO IVE GONE THORUGH THIS ALL MY LIFE <NAME> IVE LOST AND LOST AND LOST AND IM TIRED OF LOSING
Taylor5_LP,31,1,Person,HEY <NAME> LOOK AT IT THIS WAY YOURE ON THE EDGE OF WINNING RIGHT NOW WHAT ABOUT THE OTHER ELEVEN KIDS
Taylor5_LP,32,0,Hostage_Taker,I HAVE TO GO <NAME> THANK YOU IT WAS NICE MEETING YOU GOODBYE HELLO
Taylor5_LP,33,0,Person,<NAME>
Taylor5_LP,34,0,Hostage_Taker,YEAH <NAME>
Taylor5_LP,35,0,Person,IM ON MY WAY I THINK
Taylor5_LP,36,0,Hostage_Taker,ALL RIGHT
Taylor5_LP,37,0,Person,HOWS EVERYTHING THERE ITS NICE AND QUIET OUTSIDE
Taylor5_LP,38,0,Hostage_Taker,ALL RIGHT NOTHINGS CHANGED
Taylor5_LP,39,0,Person,ITS NICE AND QUIET OUTSIDE
